sql_id,num_tables_used,num_kpis,primary_table,kpi_family,execution_count,frequency_bucket,analyst,dominant_hour,dominant_day_of_week
S000445,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Tuesday
S000254,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_05,11,Tuesday
S000255,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Wednesday
S000603,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_11,11,Wednesday
S000446,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Wednesday
S001497,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_08,15,Wednesday
S000447,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Thursday
S000256,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Thursday
S000604,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,8,Friday
S000448,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Friday
S000047,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Monday
S000257,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Monday
S001332,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_03,12,Monday
S001268,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_02,13,Monday
S000746,3,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_12,14,Monday
S001472,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_08,14,Monday
S000814,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_08,14,Monday
S000048,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Tuesday
S000605,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Tuesday
S000258,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Tuesday
S001147,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_12,16,Tuesday
S000049,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Wednesday
S000606,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_01,9,Wednesday
S000259,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Wednesday
S001340,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_01,12,Wednesday
S001390,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_07,15,Wednesday
S000050,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_07,11,Thursday
S001190,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_10,13,Thursday
S001489,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,16,Thursday
S001096,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_01,18,Thursday
S001380,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_11,13,Friday
S001209,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_04,16,Friday
S001461,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_02,18,Friday
S000051,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Sunday
S000449,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Monday
S000260,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Monday
S000853,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_10,10,Monday
S001416,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_03,11,Monday
S000780,1,3,support_tickets,support_sla,1,ad-hoc,analyst_07,11,Monday
S000607,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,11,Monday
S000863,1,3,support_tickets,support_sla,1,ad-hoc,analyst_04,12,Monday
S001486,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_08,12,Monday
S000874,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,13,Monday
S001105,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_03,14,Monday
S001492,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_07,14,Monday
S000844,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_09,15,Monday
S001256,1,3,support_tickets,support_sla,1,ad-hoc,analyst_10,20,Monday
S000052,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_09,9,Tuesday
S000450,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_05,10,Tuesday
S000451,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Wednesday
S000261,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Wednesday
S000053,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Wednesday
S000054,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Thursday
S000608,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_11,11,Thursday
S001094,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_01,12,Thursday
S000452,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_11,8,Friday
S001317,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_09,10,Friday
S000055,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Friday
S001095,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_07,12,Friday
S000056,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Monday
S001188,1,3,support_tickets,support_sla,1,ad-hoc,analyst_12,10,Monday
S000781,1,3,support_tickets,support_sla,1,ad-hoc,analyst_07,13,Monday
S001137,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_06,13,Monday
S001214,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_09,13,Monday
S000815,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_08,14,Monday
S001357,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_02,16,Monday
S001092,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_08,17,Monday
S000609,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Tuesday
S000057,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Tuesday
S000610,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,8,Wednesday
S000058,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Wednesday
S001349,2,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_02,12,Wednesday
S001293,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_01,17,Wednesday
S000059,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Thursday
S000262,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Thursday
S000453,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Thursday
S001375,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_09,15,Thursday
S001301,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_07,15,Thursday
S001045,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_04,17,Thursday
S000060,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Friday
S000454,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Friday
S000263,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Friday
S001178,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_11,15,Friday
S000455,4,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Saturday
S000061,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Sunday
S000456,4,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Monday
S000611,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Monday
S001093,1,3,support_tickets,support_sla,1,ad-hoc,analyst_12,10,Monday
S000264,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Monday
S001025,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_10,12,Monday
S001215,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_09,14,Monday
S000965,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_04,17,Monday
S000966,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_04,17,Monday
S000967,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_04,19,Monday
S000062,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_12,8,Tuesday
S000265,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Tuesday
S000063,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_09,10,Wednesday
S001289,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_11,11,Wednesday
S000612,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,11,Wednesday
S001447,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_05,17,Wednesday
S000457,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Thursday
S001422,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_07,10,Thursday
S001244,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_05,10,Thursday
S000064,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Thursday
S000266,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Thursday
S000065,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Friday
S000267,3,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Friday
S000066,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Monday
S000885,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_06,9,Monday
S000886,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_06,9,Monday
S000887,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_06,9,Monday
S000268,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Monday
S000782,1,3,support_tickets,support_sla,1,ad-hoc,analyst_07,10,Monday
S000888,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_06,10,Monday
S000747,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,10,Monday
S000458,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Monday
S001014,1,3,support_tickets,support_sla,1,ad-hoc,analyst_09,12,Monday
S000711,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,14,Monday
S001377,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_11,15,Monday
S001072,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_01,17,Monday
S001204,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_01,18,Monday
S000269,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Tuesday
S000067,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Tuesday
S000613,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,11,Tuesday
S000068,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Wednesday
S000459,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Wednesday
S001083,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_12,9,Wednesday
S000270,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Wednesday
S000614,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,8,Thursday
S000271,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Thursday
S000460,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Thursday
S000272,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Friday
S000069,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Friday
S000615,2,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Saturday
S000783,1,3,support_tickets,support_sla,1,ad-hoc,analyst_07,9,Monday
S000070,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_05,9,Monday
S001460,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_11,9,Monday
S000273,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Monday
S000461,4,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Monday
S000712,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,13,Monday
S000816,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_08,13,Monday
S000274,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Tuesday
S000071,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Tuesday
S000462,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Wednesday
S000072,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Wednesday
S000854,2,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_10,10,Wednesday
S000275,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Wednesday
S000970,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_12,12,Wednesday
S000864,1,3,support_tickets,support_sla,1,ad-hoc,analyst_07,13,Wednesday
S000971,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_12,13,Wednesday
S001378,1,3,support_tickets,support_sla,1,ad-hoc,analyst_07,18,Wednesday
S000073,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Thursday
S000276,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Thursday
S000947,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_05,12,Thursday
S000948,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_05,12,Thursday
S000949,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_05,13,Thursday
S001032,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_02,15,Thursday
S001111,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_09,17,Thursday
S001077,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,17,Thursday
S000074,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Friday
S000277,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Sunday
S000616,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,9,Monday
S000278,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Monday
S000075,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Monday
S000784,1,3,support_tickets,support_sla,1,ad-hoc,analyst_07,13,Monday
S001365,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_07,13,Monday
S000748,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,13,Monday
S001108,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,18,Monday
S001165,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_02,18,Monday
S000076,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_08,9,Tuesday
S000463,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Tuesday
S001274,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_05,12,Tuesday
S001049,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_10,13,Tuesday
S000077,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Wednesday
S000279,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Wednesday
S001239,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_03,14,Wednesday
S000280,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Thursday
S000078,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Thursday
S000936,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_06,9,Thursday
S000938,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_06,9,Thursday
S000937,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_06,9,Thursday
S000939,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_06,11,Thursday
S001069,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_03,13,Thursday
S001110,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_03,13,Thursday
S001004,2,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_09,19,Thursday
S000464,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Friday
S001220,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_04,11,Friday
S001088,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,9,Monday
S000817,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_08,9,Monday
S000281,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Monday
S000079,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Monday
S000713,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,10,Monday
S000749,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,10,Monday
S000465,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Monday
S000617,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Monday
S001441,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_09,16,Monday
S000282,3,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,8,Tuesday
S000618,2,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,8,Tuesday
S000466,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Tuesday
S000080,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_06,11,Tuesday
S001437,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_07,12,Tuesday
S001020,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_04,12,Tuesday
S000619,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,10,Wednesday
S001391,1,3,support_tickets,support_sla,1,ad-hoc,analyst_10,11,Wednesday
S000081,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Wednesday
S001401,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_08,15,Wednesday
S000984,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_12,16,Wednesday
S000283,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Thursday
S000467,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Thursday
S000082,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Thursday
S001344,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_06,12,Thursday
S001238,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_08,15,Thursday
S001356,3,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_10,18,Thursday
S000083,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Friday
S000284,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Friday
S000620,2,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,9,Sunday
S001066,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_07,9,Monday
S000714,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,9,Monday
S000785,1,3,support_tickets,support_sla,1,ad-hoc,analyst_07,10,Monday
S000468,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Monday
S001200,3,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_03,11,Monday
S000818,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_08,14,Monday
S001412,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_06,15,Monday
S001273,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_09,17,Monday
S001339,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_02,17,Monday
S000084,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_08,9,Tuesday
S000285,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_06,10,Tuesday
S000469,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,11,Tuesday
S000085,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Wednesday
S000286,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Wednesday
S001366,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_12,15,Wednesday
S000989,4,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_08,16,Wednesday
S001234,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_12,9,Thursday
S000086,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Friday
S000470,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,10,Friday
S001307,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_05,16,Friday
S000287,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Sunday
S001036,1,3,support_tickets,support_sla,1,ad-hoc,analyst_10,9,Monday
S000288,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Monday
S000087,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Monday
S000715,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,11,Monday
S001227,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,12,Monday
S001260,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_11,13,Monday
S000786,1,3,support_tickets,support_sla,1,ad-hoc,analyst_07,13,Monday
S000750,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,13,Monday
S000088,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Tuesday
S001182,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_06,11,Tuesday
S000471,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_06,11,Tuesday
S000089,3,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,8,Wednesday
S000289,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Wednesday
S001164,1,3,support_tickets,support_sla,1,ad-hoc,analyst_01,13,Wednesday
S001452,1,3,support_tickets,support_sla,1,ad-hoc,analyst_06,13,Wednesday
S000472,3,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,8,Thursday
S000090,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,10,Thursday
S001252,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_07,10,Thursday
S001275,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_04,12,Thursday
S001397,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_05,16,Thursday
S000091,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Friday
S000290,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,10,Friday
S000473,4,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_05,11,Friday
S001467,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_06,11,Friday
S001449,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_12,14,Friday
S001211,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_06,16,Friday
S000855,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_10,10,Monday
S000092,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Monday
S000291,2,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,11,Monday
S000992,1,2,crm_deals,deals_pipeline,1,ad-hoc,analyst_10,12,Monday
S001373,3,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_01,12,Monday
S001071,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_09,14,Monday
S000819,2,2,raw_ticket_sales,marketing_last_touch,1,ad-hoc,analyst_01,14,Monday
S000716,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_11,14,Monday
S000751,2,3,raw_ticket_sales,attach_rate,1,ad-hoc,analyst_06,14,Monday
S000845,2,2,raw_ticket_sales,rfm_segmentation,1,ad-hoc,analyst_09,15,Monday
S000865,1,3,support_tickets,support_sla,1,ad-hoc,analyst_07,15,Monday
S000621,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_10,8,Tuesday
S001424,1,3,raw_digital_events,campaign_funnel,1,ad-hoc,analyst_05,9,Tuesday
S000474,4,3,raw_ticket_sales,attendance_rate,1,ad-hoc,analyst_03,9,Tuesday
S000292,3,3,raw_ticket_sales,ticket_revenue_daily,1,ad-hoc,analyst_02,9,Tuesday
S000093,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,11,Tuesday
S000094,2,3,analytics.vw_ticket_sales_enriched,ticket_revenue_daily,1,ad-hoc,analyst_01,9,Wednesday
S001243,1,3,raw_ticket_sales,refund_spike,1,ad-hoc,analyst_05,15,Wednesday
